H0,omega_m,Omega_m,p0,p_high,theta_err_ppm,chi2_bao,sn_shape_max,best_Om_ref,score
70.0,0.145,0.29591836734693877,0.18,0.22,1910.5583243148662,15.546886945077532,0.013900317737700618,0.28,107.28576179332084
70.0,0.15,0.30612244897959184,0.22,0.26,1904.8742562516177,16.83272606835437,0.010256804732101443,0.28,107.80937947988939
72.0,0.145,0.2797067901234568,0.22,0.23,1837.0427489131948,23.0722189002973,0.017519003496801133,0.26,108.20765914246331
72.0,0.14,0.27006172839506176,0.16,0.22,1772.7747764078727,29.544657028989906,0.00775848249372757,0.25,108.26340235220317
70.0,0.145,0.29591836734693877,0.17,0.25,1927.9481092322183,15.287371885829957,0.01243188250391114,0.28,108.5983489396097
72.0,0.14,0.27006172839506176,0.17,0.2,1844.9917693127234,29.104425892791497,0.00928146094148019,0.25,114.41965540660439
70.0,0.145,0.29591836734693877,0.19,0.2,1986.1297069169295,15.810773196167156,0.015421897046678623,0.28,115.02314078491128
72.0,0.145,0.2797067901234568,0.21000000000000002,0.25,1919.715843157378,23.282271660566693,0.015937560727266487,0.26,116.05000922714102
70.0,0.15,0.30612244897959184,0.22,0.25,1996.6557397829936,16.852644885644576,0.010543932372151232,0.28,116.79643474052514
72.0,0.145,0.2797067901234568,0.22,0.22,1946.30963417362,23.113218057189876,0.01745958539485315,0.26,118.57834066451657
72.0,0.14,0.27006172839506176,0.16,0.23,1890.017897383996,29.50280431358226,0.007801266791730654,0.25,118.95914503326719
72.0,0.14,0.27006172839506176,0.17,0.21000000000000002,1965.9829012575822,29.06136461825012,0.00932414370831225,0.25,125.90593295891279
