H0,theta_star,r_s_Mpc,D_M_Mpc,model,flux_power
68.82882882882883,0.010389996227473804,143.51332656465667,13812.644723120377,lcdm,
68.87387387387388,0.010391324618697236,143.51332656462506,13810.878962091108,lcdm,
68.91891891891892,0.01039265265126359,143.5133265645935,13809.114129023108,lcdm,
68.96396396396396,0.010393980325430485,143.51332656456188,13807.350223035757,lcdm,
69.009009009009,0.010395307641455234,143.51332656453025,13805.587243249674,lcdm,
69.05405405405405,0.010396634599594837,143.5133265644986,13803.825188786706,lcdm,
69.09909909909909,0.010397961200105974,143.51332656446695,13802.064058769934,lcdm,
69.14414414414415,0.010399287443245017,143.51332656443523,13800.303852323656,lcdm,
69.1891891891892,0.010400613329268029,143.51332656440357,13798.54456857341,lcdm,
69.23423423423424,0.010401938858430756,143.5133265643718,13796.786206645933,lcdm,
69.27927927927928,0.01040326403098864,143.51332656434002,13795.028765669202,lcdm,
69.32432432432432,0.010404588847196816,143.5133265643083,13793.2722447724,lcdm,
69.36936936936937,0.010405913307310085,143.51332656427647,13791.516643085939,lcdm,
69.41441441441441,0.010407237411582965,143.51332656424466,13789.761959741432,lcdm,
69.45945945945945,0.010408561160269664,143.5133265642128,13788.008193871694,lcdm,
69.50450450450451,0.010409884553624066,143.51332656418097,13786.255344610778,lcdm,
69.54954954954955,0.010411207591899771,143.5133265641491,13784.503411093901,lcdm,
69.5945945945946,0.010412530275350043,143.5133265641172,13782.752392457523,lcdm,
69.63963963963964,0.010413852604227865,143.51332656408528,13781.002287839283,lcdm,
69.68468468468468,0.010415174578785902,143.51332656405336,13779.253096378026,lcdm,
69.72972972972973,0.010416496199276514,143.51332656402136,13777.504817213794,lcdm,
69.77477477477477,0.010417817465951766,143.5133265639894,13775.757449487824,lcdm,
69.81981981981983,0.010419138379063412,143.51332656395743,13774.010992342535,lcdm,
69.86486486486487,0.010420458938862903,143.51332656392538,13772.265444921544,lcdm,
69.90990990990991,0.010421779145601384,143.51332656389334,13770.520806369666,lcdm,
69.95495495495496,0.010423098999529706,143.51332656386128,13768.777075832884,lcdm,
70.0,0.010424418500898414,143.5133265638292,13767.03425245837,lcdm,
70.04504504504504,0.010425737649957747,143.51332656379708,13765.292335394484,lcdm,
70.09009009009009,0.010427056446957657,143.51332656376496,13763.551323790753,lcdm,
70.13513513513513,0.01042837489214778,143.51332656373282,13761.81121679789,lcdm,
70.18018018018017,0.010429692985777467,143.51332656370067,13760.072013567777,lcdm,
70.22522522522523,0.010431010728095762,143.51332656366847,13758.333713253463,lcdm,
70.27027027027027,0.010432328119351403,143.51332656363627,13756.59631500919,lcdm,
70.31531531531532,0.010433645159792851,143.5133265636041,13754.85981799034,lcdm,
70.36036036036036,0.010434961849668243,143.51332656357178,13753.124221353475,lcdm,
70.4054054054054,0.01043627818922546,143.51332656353958,13751.389524256309,lcdm,
70.45045045045045,0.010437594178712033,143.5133265635072,13749.65572585773,lcdm,
70.49549549549549,0.010438909818375237,143.51332656347492,13747.922825317792,lcdm,
70.54054054054055,0.010440225108462053,143.51332656344263,13746.190821797669,lcdm,
70.58558558558559,0.010441540049219126,143.51332656341017,13744.459714459732,lcdm,
70.63063063063063,0.010442854640892866,143.51332656337786,13742.729502467482,lcdm,
70.67567567567568,0.010444168883729338,143.51332656334543,13741.000184985576,lcdm,
70.72072072072072,0.01044548277797435,143.51332656331303,13739.27176117981,lcdm,
70.76576576576576,0.010446796323873393,143.51332656328063,13737.544230217147,lcdm,
70.8108108108108,0.010448109521671682,143.51332656324817,13735.817591265664,lcdm,
70.85585585585585,0.010449422371614127,143.51332656321563,13734.091843494605,lcdm,
