p0,p_high,zt,w,theta_star,theta_err_ppm,theta_abs_err_ppm,r_s_Mpc,D_M_Mpc,sn_shape_max_abs,sn_shape_end,sn_offset,strict_cmb_pass,score
0.18000000000000002,0.21,1.2,0.9499999999999998,0.010421390300637667,786.5306186059495,786.5306186059495,143.2399900176926,13744.806200083303,0.1281073398789836,0.1281073398789836,-0.17000330681635845,True,5.987757391568228
0.17500000000000002,0.21,0.8999999999999999,0.35,0.010421360900037768,783.7072213890432,783.7072213890432,143.2399900176926,13744.84497674133,0.12810796699420024,0.12810796699420024,-0.1700836128912826,True,6.126874828391556
0.185,0.21,1.2999999999999998,0.35,0.010421223647361625,770.526577961191,770.526577961191,143.2399900176926,13745.026003156274,0.12811237160365607,0.12811237160365607,-0.17001295104964953,True,5.823179249785151
0.19,0.21,2.8,1.0999999999999996,0.010421528135161172,799.7671379760632,799.7671379760632,143.2399900176926,13744.62441207787,0.12811350589046455,0.12811350589046455,-0.16996133158168547,True,5.789004149540201
0.17500000000000002,0.22,1.2999999999999998,0.7999999999999998,0.010420950994892977,744.343227151869,744.343227151869,143.23999001802093,13745.385626342446,0.12811494949932367,0.12811494949932367,-0.17004003759594255,True,6.033387155313287
0.17500000000000002,0.21,0.8999999999999999,0.49999999999999994,0.01042132930422858,780.6730139227755,780.6730139227755,143.2399900176926,13744.886648920236,0.12811524023968346,0.12811524023968346,-0.17006140169867834,True,6.119975840743111
0.18000000000000002,0.22,1.2999999999999998,0.35,0.010420759190250187,725.9238514758061,725.9238514758061,143.23999001802093,13745.638624106998,0.12811848557785765,0.12811848557785765,-0.17005373848127903,True,5.845324148974855
0.185,0.22,2.3,1.0999999999999996,0.01042113856723312,762.3561665117913,762.3561665117913,143.23999001802093,13745.13822015631,0.12812637756597667,0.12812637756597667,-0.16998398282366622,True,5.804606966432938
0.17500000000000002,0.22,1.4,1.0999999999999996,0.010421046948505507,753.5578405780515,753.5578405780515,143.23999001802093,13745.259063300078,0.12812704793909901,0.12812704793909901,-0.17001862416377733,True,6.05581483222413
0.19,0.22,2.1999999999999997,0.49999999999999994,0.010420817069887216,731.4821464311868,731.4821464311868,143.23999001802093,13745.562277639252,0.1281335536953918,0.1281335536953918,-0.16997104448319078,True,5.627054046372215
0.17500000000000002,0.22,1.5,1.4,0.01042113901940866,762.3995898149132,762.3995898149132,143.23999001802093,13745.137623751705,0.12813497505254645,0.12813497505254645,-0.17000435372793277,True,6.077322420433378
0.17,0.22,1.0999999999999999,0.9499999999999998,0.010420966974853663,745.8778140882856,745.8778140882856,143.23999001802093,13745.364548574667,0.12813521897360758,0.12813521897360758,-0.17004369277553977,True,6.204403188924489
0.18000000000000002,0.21,1.2,1.0999999999999996,0.010421340751039853,781.7722736386321,781.7722736386321,143.2399900176926,13744.871551522769,0.12814647266073464,0.12814647266073464,-0.1699951502739374,True,5.978882729009116
0.19,0.21,2.0999999999999996,0.6499999999999999,0.010421253441280875,773.3877464060624,773.3877464060624,143.2399900176926,13744.986706712989,0.12814694996354703,0.12814694996354703,-0.16996747276022361,True,5.726542832040826
0.17500000000000002,0.21,0.7999999999999999,1.4,0.010421385236363663,786.0442864502601,786.0442864502601,143.2399900176926,13744.812879374314,0.12814985614169316,0.12814985614169316,-0.16999426184509403,True,6.13558881752926
0.19,0.21,2.3,0.7999999999999998,0.010421319139900706,779.6969136006684,779.6969136006684,143.2399900176926,13744.900054855952,0.1281501586026721,0.1281501586026721,-0.16996473487913732,True,5.742081689848906
0.185,0.22,2.5999999999999996,1.4,0.010421214821970377,769.6790583468878,769.6790583468878,143.23999001802093,13745.037643407684,0.12815120323930174,0.12815120323930174,-0.16997628183275637,True,5.823903837223798
0.19,0.21,1.9,0.49999999999999994,0.01042116413196419,764.8111977288926,764.8111977288926,143.2399900176926,13745.104501170024,0.1281522260744481,0.1281522260744481,-0.16997036883875438,True,5.706305276055878
0.19,0.22,2.6999999999999997,0.7999999999999998,0.010421044288112545,753.30235782909,753.30235782909,143.23999001802093,13745.262572333286,0.12815512076289437,0.12815512076289437,-0.16996541225492123,True,5.679211796041851
0.19,0.21,2.5,0.9499999999999998,0.010421369539111542,784.5368485712794,784.5368485712794,143.2399900176926,13744.833582583458,0.12815604167181505,0.12815604167181505,-0.16996230279126223,True,5.75432990070767
0.17,0.21,0.7,0.6499999999999999,0.010421271355792298,775.1081120403451,775.1081120403451,143.2399900176926,13744.963078624538,0.1281577568642227,0.1281577568642227,-0.17005910173763183,True,6.275474704740883
0.185,0.21,1.9,1.4,0.010421406600798796,788.0959550182764,788.0959550182764,143.2399900176926,13744.784701780403,0.12816018189350942,0.12816018189350942,-0.16997283171584243,True,5.869370254446077
0.19,0.21,2.6999999999999997,1.0999999999999996,0.010421409310273334,788.3561511672823,788.3561511672823,143.2399900176926,13744.781128257564,0.128162468609343,0.128162468609343,-0.1699601892540521,True,5.76417398712065
0.185,0.22,1.7999999999999998,0.6499999999999999,0.010420779524235275,727.8765639069254,727.8765639069254,143.23999001802093,13745.611802350511,0.12816575662407814,0.12816575662407814,-0.16999974243097427,True,5.727125087534803
0.185,0.21,1.7999999999999998,1.2499999999999998,0.010421355676589372,783.205603404558,783.205603404558,143.2399900176926,13744.851866007051,0.12816679504461348,0.12816679504461348,-0.16997570038970622,True,5.857834534383928
0.17,0.21,0.6,0.9499999999999998,0.010421271827601402,775.1534207930761,775.1534207930761,143.2399900176926,13744.96245633977,0.12816813459414078,0.12816813459414078,-0.17002664180957083,True,6.276323366745092
0.18000000000000002,0.21,1.0999999999999999,0.6499999999999999,0.01042118841757801,767.1433928101644,767.1433928101644,143.2399900176926,13745.072469477816,0.12817228548376747,0.12817228548376747,-0.17002038272115882,True,5.945316057639312
