Galaxy,R,Vobs,Vgas,Vdisk,Vbul,T,L36,R_disk,Vflat,MHI,Q,M_star,M_gas,M_bar,f_gas,Sigma_bar,D_spatial,eta,L_chi,x,M_hist,g_hist,V_bar_sq,V_flux,residual,abs_res
NGC4214,5.22,80.6,13.09,31.53,0.0,10,1.141,0.51,1308.67,0.486,5.8,570500000.0,64638000.00000001,635138000.0,0.10177000903740606,388640339.2752796,0.8285353012997763,5.09562232541262,9.571204351910989,0.5453859104949288,1213191477.314534,191.49114651490922,668.4185500000001,40.84118429732206,-39.758815702677936,39.758815702677936
NGC4214,5.63,80.6,13.92,30.23,0.0,10,1.141,0.51,1308.67,0.486,5.8,570500000.0,64638000.00000001,635138000.0,0.10177000903740606,388640339.2752796,0.8285353012997763,5.09562232541262,9.571204351910989,0.5882227348824616,1331416939.0691438,180.6581851036496,650.69285,40.8386879335459,-39.761312066454096,39.761312066454096
NGC4217,0.87,47.8,3.06,22.47,153.43,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.020486520305404755,499178724.23507494,2836.4681818600557,16740.34948,138.5932061762706,90.7932061762706,90.7932061762706
NGC4217,1.74,98.9,12.07,39.91,217.64,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.04097304061080951,1272182055.3177273,1807.220413375798,34099.10766999999,192.98619429708924,94.08619429708924,94.08619429708924
NGC4217,2.61,146.0,14.22,54.38,259.32,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.06145956091621426,2192736006.40446,1384.4130616557313,48753.60428,228.83820129279434,82.83820129279434,82.83820129279434
NGC4217,3.5,164.0,13.58,67.47,273.94,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.08241703571139844,3245121627.4160776,1139.3449843730677,54990.70336999999,242.8547113302637,78.85471133026371,78.85471133026371
NGC4217,4.37,174.0,15.41,76.15,256.31,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.10290355601680319,4359350035.648777,981.7913986993793,49123.25062,231.11399575169887,57.113995751698866,57.113995751698866
NGC4217,5.24,175.0,20.15,86.2,236.55,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.12339007632220796,5543448812.48956,868.3160375314837,43290.37425,218.72437058239527,43.72437058239527,43.72437058239527
NGC4217,6.11,184.0,23.71,98.08,219.32,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.1438765966276127,6787034305.796756,781.9121805669737,39042.89098,209.33316603745382,25.33316603745382,25.33316603745382
NGC4217,6.98,185.0,21.44,106.18,205.28,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.16436311693301747,8082245491.782025,713.4795785350741,35594.68468,201.43180518025153,16.43180518025153,16.43180518025153
NGC4217,7.85,188.0,24.46,114.52,193.65,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.1848496372384222,9422897523.949707,657.6661802057777,33405.93255,196.38893060611983,8.388930606119828,8.388930606119828
NGC4217,8.72,190.0,27.91,106.83,183.73,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.20533615754382697,10803985043.949755,611.0986990175218,30114.991579999994,188.26516468915003,-1.7348353108499737,1.7348353108499737
NGC4217,9.6,191.0,30.71,97.81,175.09,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.22605815509412142,12237857528.493797,571.1146248141738,27186.05782,180.7450088334836,-10.25499116651639,10.25499116651639
NGC4217,10.47,191.0,32.87,91.79,167.63,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.2465446753995262,13688414987.567902,537.0567191491828,24963.010779999997,174.88852057665747,-16.11147942334253,16.11147942334253
NGC4217,11.35,189.0,33.95,87.56,161.03,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.26726667294982065,15185964769.662848,507.0035726483389,23137.441929999997,169.9762703425353,-19.023729657464713,19.023729657464713
NGC4217,12.19,186.0,32.87,84.33,155.43,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.28704676152055625,16641466056.938175,481.6643759758565,21547.150780000004,165.58574673910098,-20.414253260899017,20.414253260899017
NGC4217,13.12,183.0,32.44,81.01,149.82,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.3089461452952993,18280104609.28865,456.74243332614316,20045.886329999998,161.36402032435544,-21.635979675644563,21.635979675644563
NGC4217,13.94,179.0,31.36,78.12,145.35,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.3282552793762555,19746790350.392296,437.05019918273297,18823.452549999998,157.84781381636964,-21.152186183630363,21.152186183630363
NGC4217,14.86,177.0,30.5,75.23,140.78,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.34991918590610877,21414862240.065525,417.0979168376368,17633.332329999997,154.3742445299969,-22.6257554700031,22.6257554700031
NGC4217,15.79,177.0,31.36,72.41,136.57,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.3718185696808518,23123490639.365067,398.886638418635,16661.009079999996,151.52369154897937,-25.47630845102063,25.47630845102063
NGC4217,16.72,178.0,33.41,69.87,132.72,3,85.299,2.94,4373.51,2.562,7.2,42649500000.0,340746000.0,42990246000.0,0.007926123521135468,791581072.1963744,0.8770549803517261,2.314515026249711,42.46694836557854,0.3937179534555948,24853002910.56698,382.35491671180915,15887.35543,149.2659694552695,-28.7340305447305,28.7340305447305
NGC4389,0.87,27.3,3.85,86.56,0.0,4,21.328,2.79,322.72,0.539,0.0,10664000000.0,71687000.00000001,10735687000.0,0.006677448774354172,219503558.99042928,0.791521128572133,9.405281879842066,64.61059466285612,0.013465283898712557,286974667.37379766,1630.6674813775135,3761.1393000000003,71.97096642951543,44.67096642951543,44.67096642951543
NGC4389,1.74,52.7,8.29,117.08,0.0,4,21.328,2.79,322.72,0.539,0.0,10664000000.0,71687000.00000001,10735687000.0,0.006677448774354172,219503558.99042928,0.791521128572133,9.405281879842066,64.61059466285612,0.026930567797425115,733129612.0429361,1041.4600606855543,6922.5873,93.45976570478264,40.75976570478264,40.75976570478264
NGC4389,2.71,69.2,12.5,131.94,0.0,4,21.328,2.79,322.72,0.539,0.0,10664000000.0,71687000.00000001,10735687000.0,0.006677448774354172,219503558.99042928,0.791521128572133,9.405281879842066,64.61059466285612,0.04194358547759889,1332302659.5888531,780.2336340262651,8860.3318,104.76051235179779,35.56051235179778,35.56051235179778
NGC4389,3.58,83.5,15.95,142.69,0.0,4,21.328,2.79,322.72,0.539,0.0,10664000000.0,71687000.00000001,10735687000.0,0.006677448774354172,219503558.99042928,0.791521128572133,9.405281879842066,64.61059466285612,0.05540886937631145,1936591508.241056,649.8787322266033,10434.62055,112.96542130834214,29.465421308342144,29.465421308342144
NGC4389,4.45,95.9,20.91,152.97,0.0,4,21.328,2.79,322.72,0.539,0.0,10664000000.0,71687000.00000001,10735687000.0,0.006677448774354172,219503558.99042928,0.791521128572133,9.405281879842066,64.61059466285612,0.06887415327502401,2591460663.645408,562.8399991354208,12137.13855,121.00320882585147,25.103208825851468,25.103208825851468
NGC4389,5.32,110.0,21.98,140.24,0.0,4,21.328,2.79,322.72,0.539,0.0,10664000000.0,71687000.00000001,10735687000.0,0.006677448774354172,219503558.99042928,0.791521128572133,9.405281879842066,64.61059466285612,0.08233943717373657,3288952029.453845,499.7981327731335,10316.7492,113.91082155068969,3.9108215506896897,3.9108215506896897
NGC4559,0.67,43.8,-1.86,59.04,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.016820169512425567,211356539.78342143,2025.00658391605,1746.3203999999998,55.7052494045557,11.905249404555704,11.905249404555704
NGC4559,1.32,64.2,-3.8,76.34,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.03313824441253992,528500450.7289109,1304.5413645227732,2928.3378000000002,68.19334572500502,3.993345725005014,3.993345725005014
NGC4559,1.97,73.3,-4.48,88.63,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.04945631931265427,905917707.9502939,1003.9605579377202,3947.7088499999995,76.977341790538,3.6773417905380086,3.6773417905380086
NGC4559,2.62,84.2,7.23,96.45,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.06577439421276864,1327676010.477509,831.8593074737519,4703.57415,82.96412197800463,-1.2358780219953758,1.2358780219953758
NGC4559,3.28,96.2,12.91,105.73,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.08234351641903859,1792168491.7808921,716.4592679195194,5756.0845500000005,90.03372117587956,-6.16627882412044,6.16627882412044
NGC4559,3.93,102.0,15.03,114.11,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.09866159131915295,2279421827.9158263,634.7459765943098,6736.44695,96.07808614879688,-5.921913851203115,5.921913851203115
NGC4559,4.58,104.0,16.47,116.44,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.11497966621926729,2792047499.9918714,572.469299459871,7050.3976999999995,98.34788808879532,-5.652111911204685,5.652111911204685
NGC4559,5.22,106.0,19.07,115.33,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.13104669381322603,3318491771.111454,523.7934867108147,7014.169349999999,98.733840959574,-7.266159040426004,7.266159040426004
NGC4559,5.9,106.0,21.96,114.16,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.1481179106318072,3898750577.922813,481.70569802051136,6998.4944,99.1995867850316,-6.800413214968401,6.800413214968401
NGC4559,6.54,108.0,24.08,111.48,0.0,6,19.377,2.1,1602.62,5.811,5.1,9688500000.0,772863000.0000001,10461363000.0,0.07387784937775317,377545948.50990015,0.8266178364414057,5.259034408006019,39.83313007071961,0.16418493822576596,4462514905.093599,448.7294134534623,6793.741600000001,98.6328138298084,-9.367186170191601,9.367186170191601
