Galaxy,R,Vobs,Vgas,Vdisk,Vbul,T,L36,R_disk,Vflat,MHI,Q,M_star,M_gas,M_bar,f_gas,Sigma_bar,D_spatial,eta,L_chi,x,M_hist,g_hist,V_bar_sq,V_flux,residual,abs_res
UGC11914,2.46,290.0,3.79,207.71,230.63,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.09832182893354936,2474597726.337919,1758.7120938568344,58819.223979999995,251.28799360671374,-38.71200639328626,38.71200639328626
UGC11914,2.53,290.0,3.79,210.36,229.44,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.1011196045536097,2568496723.0813537,1725.831248928717,58989.92842,251.70673705681708,-38.293262943182924,38.293262943182924
UGC11914,2.62,290.0,3.8,213.61,227.9,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.10471674463654444,2690388167.8229094,1685.6706157670337,59185.94305,252.19516264851242,-37.80483735148758,37.80483735148758
UGC11914,2.71,290.0,3.81,216.71,226.55,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.10831388471947917,2813553400.200145,1647.6954227822066,59423.55990000001,252.7623676415059,-37.237632358494096,37.237632358494096
UGC11914,2.8,290.0,3.84,219.64,225.09,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.1119110248024139,2937955645.3370748,1611.719746758505,59601.466069999995,253.20798044477945,-36.79201955522055,36.79201955522055
UGC11914,2.99,290.0,3.94,225.37,221.46,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.11950498719972058,3204490362.2600026,1541.618622157209,59742.51417000001,253.67686896966003,-36.323131030339965,36.323131030339965
UGC11914,3.28,291.0,4.12,233.01,215.11,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.13109577191139915,3620963744.471751,1447.5608992262792,59554.42292,253.57922365497964,-37.42077634502036,37.42077634502036
UGC11914,3.74,292.0,4.56,241.64,204.42,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.14948115455751002,4303484433.482441,1323.2362402991907,58467.01388,251.8251723293741,-40.17482767062589,40.17482767062589
UGC11914,3.83,292.0,4.69,242.91,202.36,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.15307829464044476,4439935806.129909,1301.785703627551,58189.32887,251.34670897963537,-40.653291020364634,40.653291020364634
UGC11914,4.02,292.0,5.12,245.41,198.15,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.16067225703775137,4730940653.903761,1259.0870255551365,57623.644199999995,250.37007417567227,-41.62992582432773,41.62992582432773
UGC11914,4.09,292.0,5.35,246.19,196.62,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.16347003265781174,4839130694.77879,1244.1739107538242,57394.97763,249.96729571082523,-42.032704289174774,42.032704289174774
UGC11914,4.12,292.0,5.4,246.51,195.97,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.16466907935212333,4885655300.382889,1237.9090711877752,57295.71867999999,249.7917213465923,-42.20827865340769,42.20827865340769
UGC11914,4.3,291.0,6.12,248.01,192.16,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.17186335951799278,5166743642.986135,1201.8225744486479,56639.76036999999,248.61133811660557,-42.388661883394434,42.388661883394434
UGC11914,4.39,291.0,6.56,248.54,190.25,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.17546049960092752,5308506807.837859,1184.687191063658,56265.64314999999,247.9242221300078,-43.07577786999221,43.07577786999221
UGC11914,4.49,291.0,7.04,249.06,188.24,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.17945732191529945,5466948038.139202,1166.3062924644853,55869.01172,247.19572604146202,-43.804273958537976,43.804273958537976
UGC11914,4.58,290.0,7.58,249.41,186.48,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.1830544619982342,5610361812.446448,1150.3242321260584,55502.48372999999,246.51768438215004,-43.48231561784996,43.48231561784996
UGC11914,4.87,289.0,9.59,250.14,181.04,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.19464524670991276,6077554852.478637,1102.12618177645,54319.815019999995,244.30957722785104,-44.69042277214896,44.69042277214896
UGC11914,4.91,288.0,10.06,250.19,180.31,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.19624397563566154,6142585917.390568,1095.8436873069327,54156.90892,244.00307667051464,-43.996923329485355,43.996923329485355
UGC11914,4.96,288.0,10.42,250.25,179.41,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.1982423867928475,6224070757.182656,1088.1067963170874,53952.671319999994,243.61789964970296,-44.38210035029704,44.38210035029704
UGC11914,5.05,287.0,11.18,250.32,177.88,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.20183952687578222,6371285488.264786,1074.4956560859875,53603.94967999999,242.96121654131184,-44.03878345868816,44.03878345868816
UGC11914,5.14,287.0,12.03,250.34,176.33,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.20543666695871696,6519186178.475372,1061.2739415761978,53244.366930000004,242.27941511754906,-44.720584882450936,44.720584882450936
UGC11914,5.24,286.0,12.78,250.33,174.68,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.20943348927308889,6684309633.193914,1047.0184628117545,52855.05453,241.53970952026418,-44.46029047973582,44.46029047973582
UGC11914,5.33,286.0,13.42,250.26,173.23,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.21303062935602363,6833617928.819848,1034.5622564140313,52501.17322999999,240.8638413226169,-45.136158677383094,45.136158677383094
UGC11914,5.42,285.0,14.16,250.17,171.83,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.21662776943895834,6983574557.2540455,1022.4440588036483,52160.90428,240.2135530704206,-44.7864469295794,44.7864469295794
UGC11914,5.51,285.0,14.91,250.09,170.39,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.22022490952189308,7134168140.364577,1010.6493422806715,51817.73861999999,239.55462111169237,-45.44537888830763,45.44537888830763
UGC11914,5.61,284.0,15.66,250.01,168.9,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.22422173183626504,7302227953.9510145,997.9068835389901,51466.78265,238.88290074145897,-45.11709925854103,45.11709925854103
UGC11914,5.71,284.0,16.4,249.99,167.49,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.22821855415063694,7471045773.106177,985.5292885253721,51153.49012,238.28735249165004,-45.71264750834996,45.71264750834996
UGC11914,5.8,283.0,17.15,249.96,166.22,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.23181569423357168,7623618104.31552,974.6877330865535,50874.48518,237.75549211722117,-45.244507882778834,45.244507882778834
UGC11914,5.89,283.0,17.89,249.9,164.93,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.2354128343165064,7776782755.878294,964.116981173942,50586.390530000004,237.20252854705095,-45.797471452949054,45.797471452949054
UGC11914,5.98,283.0,18.64,249.84,163.71,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.23900997439944116,7930529896.47692,953.8063147240116,50318.13727,236.68945695161327,-46.310543048386734,46.310543048386734
UGC11914,6.08,283.0,19.38,249.76,162.34,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.24300679671381306,8102031586.314024,942.6427423252966,50013.60612,236.1035238901313,-46.8964761098687,46.8964761098687
UGC11914,6.15,283.0,20.02,249.7,161.44,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.24580457233387343,8222496768.131668,935.0047874948816,49819.85691999999,235.73318892997125,-47.26681107002875,47.26681107002875
UGC11914,6.17,283.0,20.24,249.69,161.19,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.2466039367967478,8256977299.142702,932.8484993171811,49769.75692,235.63835036085914,-47.361649639140865,47.361649639140865
UGC11914,6.26,283.0,21.09,249.61,160.0,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.2502010768796825,8412476534.468333,923.2845198955844,49517.36415000001,235.1534078948174,-47.846592105182594,47.846592105182594
UGC11914,6.35,283.0,21.83,249.49,158.86,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.25379821696261723,8568520468.872671,913.9422250549733,49264.728670000004,234.66627750722745,-48.33372249277255,48.33372249277255
UGC11914,6.73,284.0,24.6,248.66,154.26,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.26898614175723057,9233184974.701809,876.762088308427,48178.361119999994,232.54885502688614,-51.451144973113855,51.451144973113855
UGC11914,6.83,284.0,25.24,248.3,153.14,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.2729829640716025,9409608391.887026,867.541974810785,47879.804319999996,231.95929817094563,-52.04070182905437,52.04070182905437
UGC11914,6.92,285.0,25.88,247.92,152.15,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.2765801041545372,9568910841.996632,859.4303253001212,47606.67335,231.41722321615742,-53.582776783842576,53.582776783842576
UGC11914,7.37,288.0,28.33,245.58,147.41,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.2945658045692109,10372575906.00145,821.3192475984581,46168.15277,228.51974887260977,-59.48025112739023,59.48025112739023
UGC11914,8.6,297.0,31.2,235.09,136.47,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.34372671903598556,12624711896.032492,734.1502114760019,41643.93668,218.99230237315103,-78.00769762684897,78.00769762684897
UGC11914,9.83,305.0,29.29,222.03,127.66,2,150.028,2.44,3168.33,0.888,10.5,75014000000.0,118104000.00000001,75132104000.0,0.0015719511861400821,2008473148.4302545,0.9448795928193071,0.7986156013566218,25.01987632535382,0.3928876335027603,14947154372.563366,665.2912918650786,36914.51747,208.45702403381307,-96.54297596618693,96.54297596618693
UGC12506,0.82,107.0,8.12,32.7,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.004783791966804148,493214909.0777499,3154.778308449711,600.5794000000001,56.45792781291891,-50.54207218708109,50.54207218708109
UGC12506,2.46,159.0,22.67,79.76,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.014351375900412446,2189976295.023866,1556.4298610336268,3694.7577,86.73854482375596,-72.26145517624404,72.26145517624404
UGC12506,4.1,194.0,31.68,107.57,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.023918959834020738,4372058204.420232,1118.609687803273,6789.27485,106.65633863016966,-87.34366136983034,87.34366136983034
UGC12506,5.74,198.0,34.72,124.14,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.03348654376762904,6885982847.573605,898.8816329249411,8910.8482,118.61883818765534,-79.38116181234466,79.38116181234466
UGC12506,7.38,211.0,31.78,137.6,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.04305412770123734,9659656607.9241,762.7976017653153,10476.848399999999,126.91057757739512,-84.08942242260488,84.08942242260488
UGC12506,9.02,222.0,23.89,155.68,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.05262171163484563,12649062980.548405,668.6604473880467,12688.8633,136.82171076053748,-85.17828923946252,85.17828923946252
UGC12506,10.65,230.0,14.68,168.58,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.062130956642029486,15803994246.862053,599.2775410193873,14425.110600000002,144.2477605089815,-85.75223949101851,85.75223949101851
UGC12506,12.29,239.0,14.98,175.29,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.07169854057563778,19140792313.755257,545.0250957842982,15587.692449999999,149.28513280695108,-89.71486719304892,89.71486719304892
UGC12506,13.93,237.0,26.72,175.91,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.08126612450924608,22623160875.845493,501.43126071611596,16186.122449999999,152.2204319786785,-84.7795680213215,84.7795680213215
UGC12506,15.57,240.0,39.88,176.17,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.09083370844285438,26237045930.101727,465.4768268904465,17108.34885,156.06352246660413,-83.93647753339587,83.93647753339587
UGC12506,17.21,245.0,50.51,175.33,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.10040129237646268,29970852133.92057,435.2088368393181,17921.564550000003,159.40987620597625,-85.59012379402375,85.59012379402375
UGC12506,18.85,249.0,57.09,172.3,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.10996887631007098,33814817988.24313,409.302785029979,18102.9131,160.68064786344092,-88.31935213655908,88.31935213655908
UGC12506,20.49,248.0,60.02,168.12,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.11953646024367925,37760592201.65765,386.8256238649701,17734.567600000002,160.18933994805408,-87.81066005194592,87.81066005194592
UGC12506,22.13,250.0,60.43,164.68,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.12910404417728755,41800935052.78932,367.0992722375874,17211.5361,159.17111231193243,-90.82888768806757,90.82888768806757
UGC12506,23.77,255.0,58.91,161.19,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.13867162811089587,45929501067.87002,349.61794755095474,16461.49615,157.3909615044212,-97.6090384955788,97.6090384955788
UGC12506,25.41,244.0,57.29,157.33,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.14823921204450416,50140676630.34565,333.9959609685222,15658.508550000002,155.38772769498289,-88.61227230501711,88.61227230501711
UGC12506,27.05,244.0,58.0,153.64,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.15780679597811245,54429455890.09834,319.9335674434389,15166.624799999998,154.33997472898918,-89.66002527101082,89.66002527101082
UGC12506,28.68,249.0,61.94,149.77,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.16731604098529632,58764534066.13496,307.26801707775854,15052.09005,154.4815095077405,-94.5184904922595,94.5184904922595
UGC12506,30.32,251.0,65.99,146.07,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.1768836249189046,63195061529.0956,295.6549140751754,15022.902549999999,154.8778859126096,-96.1221140873904,96.1221140873904
UGC12506,31.96,249.0,67.21,143.32,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.1864512088525129,67690972032.60808,285.02146233790006,14787.495299999999,154.58583776115873,-94.41416223884127,94.41416223884127
UGC12506,33.6,244.0,64.98,140.67,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.1960187927861212,72248899510.52702,275.24094245484406,14116.42485,152.85457309640023,-91.14542690359977,91.14542690359977
UGC12506,35.24,239.0,62.25,138.0,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.2055863767197295,76865759834.23833,266.2082312244769,13397.0625,150.92461882791213,-88.07538117208787,88.07538117208787
UGC12506,36.88,238.0,61.64,135.58,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.2151539606533378,81538716476.40683,257.83531471635655,12990.4578,149.99808067685143,-88.00191932314857,88.00191932314857
UGC12506,38.52,241.0,63.36,133.6,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.2247215445869461,86265151688.20656,250.04788651235668,12938.9696,150.23586185879847,-90.76413814120153,90.76413814120153
UGC12506,40.16,237.0,64.98,131.71,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.23428912852055436,91042642102.90367,242.78273475247383,12896.162450000002,150.486933245579,-86.513066754421,86.513066754421
UGC12506,41.8,228.0,64.88,130.03,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.24385671245416266,95868937929.62935,235.98571108200485,12663.31485,150.09169721616115,-77.90830278383885,77.90830278383885
UGC12506,43.44,233.0,63.87,129.69,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.253424296387771,100741945086.45651,229.6101346800564,12489.12495,149.87791431862684,-83.12208568137316,83.12208568137316
UGC12506,45.08,233.0,64.47,130.42,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.26299188032137927,105659709760.54175,223.61552562092692,12661.069099999999,150.80337196160895,-82.19662803839105,82.19662803839105
UGC12506,46.71,230.0,69.03,123.79,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.27250112532856313,110590030261.41977,218.00005190686215,12427.12295,150.36590496043155,-79.63409503956845,79.63409503956845
UGC12506,48.35,226.0,76.21,119.55,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.2820687092621714,115591697838.77695,212.66403054758382,12954.065349999999,152.4348097613392,-73.56519023866079,73.56519023866079
UGC12506,49.99,225.0,82.59,116.42,0.0,6,139.571,7.38,5608.28,35.556,16.8,69785500000.0,4728948000.0,74514448000.0,0.06346350441997503,217744852.25145224,0.791011902905667,9.48531030835784,171.4121361652371,0.2916362931957797,120632986611.31744,207.6156853481043,13597.9163,154.84387107842446,-70.15612892157554,70.15612892157554
UGC12632,0.71,24.1,0.75,14.22,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.005609045620062009,59741184.27279166,509.703346262036,101.6667,21.53035243199808,-2.5696475680019226,2.5696475680019226
UGC12632,1.42,33.6,2.55,19.97,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.011218091240124017,153040009.5838749,326.42893653014454,205.90294999999998,25.87338477804567,-7.726615221954333,7.726615221954333
UGC12632,2.14,44.8,7.39,23.97,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.016906137502722112,266795557.68323472,250.55980478543998,341.89254999999997,29.632592398250303,-15.167407601749694,15.167407601749694
UGC12632,2.85,54.4,10.7,26.52,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.022515183122784124,393137859.70054823,208.16873526188792,466.14519999999993,32.548826330551165,-21.851173669448833,21.851173669448833
UGC12632,3.55,57.4,12.26,27.06,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.028045228100310047,528960369.581491,180.52060647782028,516.4294,34.01878235616704,-23.38121764383296,23.38121764383296
UGC12632,4.26,61.4,12.02,28.45,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.03365427372037205,676486166.4117669,160.32456732471692,549.18165,35.10219803378834,-26.297801966211658,26.297801966211658
UGC12632,4.97,63.8,14.16,29.24,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.03926331934043406,832646091.7270144,144.97997653403857,627.9944,36.72253917383943,-27.077460826160568,27.077460826160568
UGC12632,5.69,65.5,15.95,29.3,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.04495136560303216,998884028.7207894,132.693879372918,683.6475,37.92987837618127,-27.57012162381873,27.57012162381873
UGC12632,6.4,67.6,18.56,30.76,0.0,9,1.301,2.42,66.81,1.744,2.8,650500000.0,231952000.00000003,882452000.0,0.2628494241046539,23981729.02146869,0.6630367891510544,78.15706374581688,126.5812489491128,0.050560411223094175,1169849970.309097,122.83738856938713,817.5624,40.046494064325756,-27.553505935674238,27.553505935674238
