Galaxy,SPARC_name,match_key,ngc_id,ugc_id,ic_id,pgc_id,Mb_proxy_Msun,Mstar_proxy_Msun,Mgas_proxy_Msun,Rb_kpc,Sigma_b_Msun_kpc2,V_obs_kms,V_b_kms,morphology_age_gyr,Morphology_T,z0mgs_match_status,z0mgs_match_method,z0mgs_PGC,z0mgs_NGC,z0mgs_UGC,z0mgs_IC,z0mgs_Dist_Mpc,z0mgs_e_Dist_dex,z0mgs_logMstar,z0mgs_e_logMstar,z0mgs_GammaStar,z0mgs_method_GammaStar,z0mgs_logSFR,z0mgs_e_logSFR,z0mgs_method_logSFR,z0mgs_DelMS,z0mgs_Flags,z0mgs_Mstar_Msun,z0mgs_SFR_Msun_yr,z0mgs_sSFR_yr,final_Mstar_for_SFH_Msun,final_SFR_for_SFH_Msun_yr,final_sSFR_for_SFH_yr,SFH_source,source_sparc_proxy_file,source_z0mgs_catalog,source_z0mgs_url,Mstar,Mgas,Mb,Rb,Sigma_b,V_obs,V_b,age_gyr,Mgas_safe,f_gas,D_hist_sfh,D_hist_source
UGC08490,UGC08490,UGC08490,,8490.0,,,1466100000.0,508500000.0,957600000.0,0.67,519797420.5101976,78.6,97.01180225937428,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,508500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,508500000.0,957600000.0,1466100000.0,0.67,519797420.5101976,78.6,97.01180225937428,6.55,957600000.0,0.6531614487415592,46583738.50524635,Delayed_Tau_Fallback
UGC08550,UGC08550,UGC08550,,8550.0,,,527540000.0,144500000.0,383040000.0,0.45,414620240.3886344,56.9,71.00707416088125,7.649999999999999,7.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,144500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,144500000.0,383040000.0,527540000.0,0.45,414620240.3886344,56.9,71.00707416088125,7.649999999999999,383040000.0,0.7260871213557266,13332633.933864696,Delayed_Tau_Fallback
UGC08699,UGC08699,UGC08699,,8699.0,,,30122540000.0,25151000000.0,4971540000.0,3.09,502105250.20510274,182.4,204.7607598489414,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,25151000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,25151000000.0,4971540000.0,30122540000.0,3.09,502105250.20510274,182.4,204.7607598489414,10.4,4971540000.0,0.1650438508837568,2004560952.361396,Delayed_Tau_Fallback
UGC09037,UGC09037,UGC09037,,9037.0,,,59680740000.0,34307000000.000004,25373740000.0,4.28,518521529.0845381,152.3,244.89244800915336,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,34307000000.000004,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,34307000000.000004,25373740000.0,59680740000.0,4.28,518521529.0845381,152.3,244.89244800915336,8.2,25373740000.0,0.4251579320229608,3034574515.6315413,Delayed_Tau_Fallback
UGC09133,UGC09133,UGC09133,,9133.0,,,185922240000.0,141463000000.0,44459240000.0,6.97,609096240.0185609,226.8,338.71112386331777,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,141463000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,141463000000.0,44459240000.0,185922240000.0,6.97,609096240.0185609,226.8,338.71112386331777,10.4,44459240000.0,0.23912814303442126,11773394039.36532,Delayed_Tau_Fallback
UGC09992,UGC09992,UGC09992,,9992.0,,,590940000.0,168000000.0,422940000.0,1.04,86955456.79615812,33.6,49.43507548173275,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,168000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,168000000.0,422940000.0,590940000.0,1.04,86955456.79615812,33.6,49.43507548173275,6.0,422940000.0,0.7157071783937455,15486367.35240184,Delayed_Tau_Fallback
UGC10310,UGC10310,UGC10310,,10310.0,,,2461180000.0,870500000.0,1590680000.0,1.8,120897828.0367009,71.4,76.68591669125288,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,870500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,870500000.0,1590680000.0,2461180000.0,1.8,120897828.0367009,71.4,76.68591669125288,6.55,1590680000.0,0.6463078685833624,79687287.67755564,Delayed_Tau_Fallback
UGC11455,UGC11455,UGC11455,,11455.0,,,204896550000.0,187161000000.0,17735550000.000004,5.93,927353661.0363086,269.4,385.4962463669197,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,187161000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,187161000000.0,17735550000.000004,204896550000.0,5.93,927353661.0363086,269.4,385.4962463669197,8.2,17735550000.000004,0.086558558453034,13949756403.557709,Delayed_Tau_Fallback
UGC11914,UGC11914,UGC11914,,11914.0,,,76195040000.0,75014000000.0,1181040000.0,2.44,2036888144.162304,288.1,366.4785959164847,10.4,2.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,75014000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,75014000000.0,1181040000.0,76195040000.0,2.44,2036888144.162304,288.1,366.4785959164847,10.4,1181040000.0,0.01550022153672995,5167871616.868485,Delayed_Tau_Fallback
UGC12506,UGC12506,UGC12506,,12506.0,,,117074980000.0,69785500000.0,47289480000.0,7.38,342114514.7910339,234.0,261.20653765930524,8.2,6.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,69785500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,69785500000.0,47289480000.0,117074980000.0,7.38,342114514.7910339,234.0,261.20653765930524,8.2,47289480000.0,0.4039247326798604,6142990370.569109,Delayed_Tau_Fallback
UGC12632,UGC12632,UGC12632,,12632.0,,,2970020000.0,650500000.0,2319520000.0,2.42,80713981.98241088,71.7,72.6527706984757,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,650500000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,650500000.0,2319520000.0,2970020000.0,2.42,80713981.98241088,71.7,72.6527706984757,6.55,2319520000.0,0.7809779058726877,60296348.19902338,Delayed_Tau_Fallback
UGCA442,UGCA442,UGCA442,,,,,419790000.0,70000000.0,349790000.0,1.18,47983089.31380836,56.4,39.11607031253159,6.55,9.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,70000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,70000000.0,349790000.0,419790000.0,1.18,47983089.31380836,56.4,39.11607031253159,6.55,349790000.0,0.8332499583124896,6513610.8124004975,Delayed_Tau_Fallback
UGCA444,UGCA444,UGCA444,,,,,95110000.0,6000000.0,89110000.0,0.83,21973039.1021486,37.0,22.200063771209827,6.0,10.0,pending_z0MGS_table4_download,,,,,,,,,,,,,,,,,,,,6000000.0,,,SPARC_proxy_only_until_z0MGS_match,flux_missing_history_age_scan_results.csv,J/ApJS/244/24/table4 (Leroy et al. 2019 z0MGS),https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/244/24,6000000.0,89110000.0,95110000.0,0.83,21973039.1021486,37.0,22.200063771209827,6.0,89110000.0,0.9369151508779309,561952.9639888598,Delayed_Tau_Fallback
